college-stub	department-stub	program-stub	department-name	min-credit-hours	max-credit-hours	course-description	course-number	course-name	course-url
family-home-and-social-sciences	anthropology	intercultural-communication	Anthropology	3	3	Communication processes as affected by proxemic, kinesic, linguistic, social, institutional, worldview, value differences, and other aspects of culture. Seminar/workshop: theory, research methods, applications.	ANTHR 312	Intercultural Communication	/family-home-and-social-sciences/anthropology/intercultural-communication
family-home-and-social-sciences	anthropology	museum-registration-and-legalethical-issues	Anthropology	3	3	Managing museum collections: cataloging, loans, ethics, legal issues, object handling, basic object conservation. Practical experience working with museum objects and specific museum challenges.	ANTHR 314	Museum Registration and Legal/Ethical Issues	/family-home-and-social-sciences/anthropology/museum-registration-and-legalethical-issues
family-home-and-social-sciences	anthropology	hmong-diaspora-culture-history-and-language	Anthropology	3	3	Ethnographic and historical perspectives on the Hmong diaspora (including China, Vietnam, Laos, Thailand, France, the United States, Australia, and other locations); Hmong language, ritual practice, cultural change and adaptation, and new religious...	ANTHR 327	The Hmong Diaspora: Culture, History, and Language	/family-home-and-social-sciences/anthropology/hmong-diaspora-culture-history-and-language
family-home-and-social-sciences	anthropology	peoples-of-africa	Anthropology	3	3	Political, economic, and social organization, family life, language, worldview, religion, ritual, artistic expression, ecological adaptation, and contemporary development issues among rural and urban sub-Saharan peoples.	ANTHR 330	Peoples of Africa	/family-home-and-social-sciences/anthropology/peoples-of-africa
family-home-and-social-sciences	anthropology	peoples-of-india	Anthropology	3	3	Society and culture on the Indian subcontinent. Stratification, kinship, marriage, religion, politics, economics.	ANTHR 335	Peoples of India	/family-home-and-social-sciences/anthropology/peoples-of-india
family-home-and-social-sciences	anthropology	cinema-and-culture-india	Anthropology	3	3	Anthropology of film in India; the world's largest film industry. Indian cultural and linguistic diversity. How different film genres reflect, distort, or utilize Indian cultural diversity. Evidences in the film work of Satyajit Ray.	ANTHR 336	Cinema and Culture in India	/family-home-and-social-sciences/anthropology/cinema-and-culture-india
family-home-and-social-sciences	anthropology	peoples-of-middle-east	Anthropology	3	3	Ecology, social organization, and beliefs of nomadic, rural, and urban groups between western Africa and Pakistan.	ANTHR 340	Peoples of the Middle East	/family-home-and-social-sciences/anthropology/peoples-of-middle-east
family-home-and-social-sciences	anthropology	ethnonationalism-and-southeast-asia	Anthropology	3	3	Historical and ethnographic perspectives on social and political dynamics in Southeast Asia, including upland ethnic minority issues, ethnonationalistic movements, geopolitical influences, war, genocide, religious dynamics, and the rise of...	ANTHR 341	Ethnonationalism and Southeast Asia	/family-home-and-social-sciences/anthropology/ethnonationalism-and-southeast-asia
family-home-and-social-sciences	anthropology	chinese-culture-and-society	Anthropology	3	3	Cultural and social institutions of traditional and modern China, including mainland China, Taiwan, Hong Kong, or other areas of Chinese impact.	ANTHR 343	Chinese Culture and Society	/family-home-and-social-sciences/anthropology/chinese-culture-and-society
family-home-and-social-sciences	anthropology	american-culture	Anthropology	3	3	Perspectives and methods for making sense of mainstream middle-class American society; American ways of being-in-the-world, of believing, behaving, and belonging; American cultural themes.	ANTHR 345	American Culture	/family-home-and-social-sciences/anthropology/american-culture
family-home-and-social-sciences	anthropology	anthropology-of-mormonism	Anthropology	3	3	Intensive analysis of Mormon society and culture using a range of anthropological perspectives.	ANTHR 346	Anthropology of Mormonism	/family-home-and-social-sciences/anthropology/anthropology-of-mormonism
family-home-and-social-sciences	anthropology	contemporary-japan	Anthropology	3	3	Using movies and popular media to examine the social structures and family life dynamics of contemporary Japan.	ANTHR 348	Contemporary Japan	/family-home-and-social-sciences/anthropology/contemporary-japan
family-home-and-social-sciences	anthropology	archaeological-cultures-of-north-america	Anthropology	3	3	Cultural developments of North American Indians (Canada, U.S., and northern Mexico) before Columbus.	ANTHR 350	Archaeological Cultures of North America	/family-home-and-social-sciences/anthropology/archaeological-cultures-of-north-america
family-home-and-social-sciences	anthropology	archaeology-and-bible	Anthropology	3	3	Setting and context of the Bible as clarified and supplemented from archaeology, history, and related studies. Archaeological methods.	ANTHR 351	Archaeology and the Bible	/family-home-and-social-sciences/anthropology/archaeology-and-bible
family-home-and-social-sciences	anthropology	mesoamerican-archaeology	Anthropology	3	3	Cultural and environmental bases of ancient civilizations in Mexico and Central America. Olmec, Maya, Toltec, and Aztec cultures.	ANTHR 355	Mesoamerican Archaeology	/family-home-and-social-sciences/anthropology/mesoamerican-archaeology
family-home-and-social-sciences	anthropology	archaeology-of-egypt	Anthropology	3	3	Survey of the most important archaeological sites, artifacts, and monuments of Egypt, their cultural contexts, as well as major methodological developments in Egyptian archaeology and Egyptology.	ANTHR 375	Archaeology of Egypt	/family-home-and-social-sciences/anthropology/archaeology-of-egypt
family-home-and-social-sciences	anthropology	archaeology-of-ancient-aegean-and-greece	Anthropology	3	3	Bronze Age Aegean through the Classical and Hellenistic eras. Archaeological sites, artifacts, and monuments of the Mediterranean region impacted by Greek civilization. Classical archaeological methodologies associated with the study, excavation,...	ANTHR 376	Archaeology of the Ancient Aegean and Greece	/family-home-and-social-sciences/anthropology/archaeology-of-ancient-aegean-and-greece
