college-stub	department-stub	faculty-stub	faculty-name	faculty-rank	department-name	faculty-url	faculty-degree	faculty-school	faculty-degree-year	faculty-discipline
physical-and-mathematical-sciences	physics-and-astronomy	branton-j-campbell	Branton J Campbell	Associate Professor	Physics and Astronomy	/physical-and-mathematical-sciences/physics-and-astronomy/branton-j-campbell				
engineering-and-technology	school-of-technology	brian-charles-capt	Brian Charles Capt	Associate Teaching Professor	School of Technology	/engineering-and-technology/school-of-technology/brian-charles-capt				
physical-and-mathematical-sciences	mathematics	david-alan-cardon	David Alan Cardon	Professor	Mathematics	/physical-and-mathematical-sciences/mathematics/david-alan-cardon				
family-home-and-social-sciences	economics	james-harold-cardon	James Harold Cardon	Associate Professor	Economics	/family-home-and-social-sciences/economics/james-harold-cardon				
physical-and-mathematical-sciences	geological-sciences	gregory-t-carling	Gregory T Carling	Assistant Professor	Geological Sciences	/physical-and-mathematical-sciences/geological-sciences/gregory-t-carling				
management	marketing-and-global-supply-chain	william-chad-carlos	William Chad Carlos	Assistant Professor	Marketing and Global Supply Chain	/management/marketing-and-global-supply-chain/william-chad-carlos				
fine-arts-and-communications	art	tara-l-carpenter	Tara L Carpenter	Assistant Teaching Professor	Art	/fine-arts-and-communications/art/tara-l-carpenter				
family-home-and-social-sciences	school-of-family-life	jason-s-carroll	Jason S Carroll	Professor	School of Family Life	/family-home-and-social-sciences/school-of-family-life/jason-s-carroll				
fine-arts-and-communications	school-of-communications	edward-l-carter	Edward L Carter	Professor	School of Communications	/fine-arts-and-communications/school-of-communications/edward-l-carter				
family-home-and-social-sciences	history	karen-e-carter	Karen E Carter	Associate Professor	History	/family-home-and-social-sciences/history/karen-e-carter				
physical-and-mathematical-sciences	chemistry-and-biochemistry	steven-l-castle	Steven L Castle	Professor	Chemistry and Biochemistry	/physical-and-mathematical-sciences/chemistry-and-biochemistry/steven-l-castle				
physical-and-mathematical-sciences	mathematics	jasbir-s-chahal	Jasbir S Chahal	Professor	Mathematics	/physical-and-mathematical-sciences/mathematics/jasbir-s-chahal				
life-sciences	health-science	robert-chaney	Robert A Chaney	Assistant Professor	Health Science	/life-sciences/health-science/robert-chaney				
education	communication-disorders	ron-w-channell	Ron W Channell	Associate Professor	Communication Disorders	/education/communication-disorders/ron-w-channell				
humanities	linguistics-and-english-language	don-william-chapman	Don William Chapman	Associate Professor	Linguistics and English Language	/humanities/linguistics-and-english-language/don-william-chapman				
non-college-and-other-units	counseling-and-career-center	ronald-k-chapman	Ronald K Chapman	Clinical Professor	Counseling and Career Center	/non-college-and-other-units/counseling-and-career-center/ronald-k-chapman				
engineering-and-technology	mechanical-engineering	steven-knight-charles	Steven Knight Charles	Assistant Professor	Mechanical Engineering	/engineering-and-technology/mechanical-engineering/steven-knight-charles				
life-sciences	plant-and-wildlife-sciences	john-m-chaston	John M Chaston	Assistant Professor	Plant and Wildlife Sciences	/life-sciences/plant-and-wildlife-sciences/john-m-chaston				
physical-and-mathematical-sciences	physics-and-astronomy	karine-marguerite-chesnel	Karine Marguerite Chesnel	Assistant Professor	Physics and Astronomy	/physical-and-mathematical-sciences/physics-and-astronomy/karine-marguerite-chesnel				
engineering-and-technology	electrical-and-computer-engineering	shiuhhua-chiang	Shiuhhua Chiang	Assistant Professor	Electrical and Computer Engineering	/engineering-and-technology/electrical-and-computer-engineering/shiuhhua-chiang				
family-home-and-social-sciences	sociology	curtis-d-child	Curtis D Child	Assistant Professor	Sociology	/family-home-and-social-sciences/sociology/curtis-d-child				
family-home-and-social-sciences	history	mark-irvan-choate	Mark Irvan Choate	Associate Professor	History	/family-home-and-social-sciences/history/mark-irvan-choate				
physical-and-mathematical-sciences	mathematics	shue-sum-chow	Shue Sum Chow	Associate Professor	Mathematics	/physical-and-mathematical-sciences/mathematics/shue-sum-chow				
physical-and-mathematical-sciences	statistics	william-f-christensen	William F Christensen	Professor	Statistics	/physical-and-mathematical-sciences/statistics/william-f-christensen				
management	public-management	robert-kay-christensen	Robert Kay Christensen	Associate Professor	Public Management	/management/public-management/robert-kay-christensen				
fine-arts-and-communications	art	brian-d-christensen	Brian D Christensen	Associate Professor	Art	/fine-arts-and-communications/art/brian-d-christensen				
management	marketing-and-global-supply-chain	glenn-leroy-christensen	Glenn Leroy Christensen	Associate Professor	Marketing and Global Supply Chain	/management/marketing-and-global-supply-chain/glenn-leroy-christensen				
physical-and-mathematical-sciences	chemistry-and-biochemistry	kenneth-christensen	Kenneth A Christensen	Associate Professor	Chemistry and Biochemistry	/physical-and-mathematical-sciences/chemistry-and-biochemistry/kenneth-christensen				
engineering-and-technology	school-of-technology	kip-christensen	Kip Christensen	Professor	School of Technology	/engineering-and-technology/school-of-technology/kip-christensen				
humanities	asian-and-near-eastern-languages	matthew-bruce-christensen	Matthew Bruce Christensen	Professor	Asian and Near Eastern Languages	/humanities/asian-and-near-eastern-languages/matthew-bruce-christensen				
life-sciences	nutrition-dietetics-and-food-science	merrill-j-christensen	Merrill J Christensen	Professor	Nutrition Dietetics and Food Science	/life-sciences/nutrition-dietetics-and-food-science/merrill-j-christensen				
family-home-and-social-sciences	political-science	raymond-v-christensen	Raymond V Christensen	Associate Professor	Political Science	/family-home-and-social-sciences/political-science/raymond-v-christensen				
humanities	philosophy	ryan-g-christensen	Ryan G Christensen	Assistant Professor	Philosophy	/humanities/philosophy/ryan-g-christensen				
humanities	comparative-arts-and-letters	allen-j-christenson	Allen J Christenson	Professor	Comparative Arts and Letters	/humanities/comparative-arts-and-letters/allen-j-christenson				
physical-and-mathematical-sciences	geological-sciences	eric-h-christiansen	Eric H Christiansen	Professor	Geological Sciences	/physical-and-mathematical-sciences/geological-sciences/eric-h-christiansen				
humanities	english	nancy-l-christiansen	Nancy L Christiansen	Associate Professor	English	/humanities/english/nancy-l-christiansen				
humanities	english	frank-quinn-christianson	Frank Quinn Christianson	Associate Professor	English	/humanities/english/frank-quinn-christianson				
engineering-and-technology	school-of-technology	jay-p-christofferson	Jay P Christofferson	Professor	School of Technology	/engineering-and-technology/school-of-technology/jay-p-christofferson				
fine-arts-and-communications	theatre-and-media-arts	scott-christopherson	Scott Christopherson	Assistant Professor	Theatre and Media Arts	/fine-arts-and-communications/theatre-and-media-arts/scott-christopherson				
fine-arts-and-communications	school-of-communications	scott-h-church	Scott H Church	Assistant Professor	School of Communications	/fine-arts-and-communications/school-of-communications/scott-h-church				
humanities	english	gregory-dallan-clark	Gregory Dallan Clark	Professor	English	/humanities/english/gregory-dallan-clark				
family-home-and-social-sciences	anthropology	john-edward-clark	John Edward Clark	Professor	Anthropology	/family-home-and-social-sciences/anthropology/john-edward-clark				
life-sciences	biology	shawn-m-clark	Shawn M Clark	Research Professor	Biology	/life-sciences/biology/shawn-m-clark				
family-home-and-social-sciences	geography	michael-j-clay	Michael J Clay	Associate Professor	Geography	/family-home-and-social-sciences/geography/michael-j-clay				
fine-arts-and-communications	school-of-music	april-diane-clayton	April Diane Clayton	Professor	School of Music	/fine-arts-and-communications/school-of-music/april-diane-clayton				
humanities	german-and-russian	christian-rolf-clement	Christian Rolf Clement	Associate Professor	German and Russian	/humanities/german-and-russian/christian-rolf-clement				
physical-and-mathematical-sciences	computer-science	mark-joel-clement	Mark Joel Clement	Professor	Computer Science	/physical-and-mathematical-sciences/computer-science/mark-joel-clement				
humanities	center-language-studies	ray-thomas-clifford	Ray Thomas Clifford	Professor	Center for Language Studies	/humanities/center-language-studies/ray-thomas-clifford				
life-sciences	health-science	eugene-c-cole	Eugene C Cole	Professor	Health Science	/life-sciences/health-science/eugene-c-cole				
life-sciences	plant-and-wildlife-sciences	craig-eliot-coleman	Craig Eliot Coleman	Associate Professor	Plant and Wildlife Sciences	/life-sciences/plant-and-wildlife-sciences/craig-eliot-coleman				
nursing	nursing-program	katreena-collette-merrill	Katreena Collette-Merrill	Assistant Professor	Nursing Program	/nursing/nursing-program/katreena-collette-merrill				
humanities	comparative-arts-and-letters	robert-l-colson-iii	Robert L Colson III	Assistant Professor	Comparative Arts and Letters	/humanities/comparative-arts-and-letters/robert-l-colson-iii				
physical-and-mathematical-sciences	physics-and-astronomy	john-s-colton	John S Colton	Associate Professor	Physics and Astronomy	/physical-and-mathematical-sciences/physics-and-astronomy/john-s-colton				
engineering-and-technology	mechanical-engineering	mark-b-colton	Mark B Colton	Associate Professor	Mechanical Engineering	/engineering-and-technology/mechanical-engineering/mark-b-colton				
engineering-and-technology	electrical-and-computer-engineering	david-john-comer	David John Comer	Professor	Electrical and Computer Engineering	/engineering-and-technology/electrical-and-computer-engineering/david-john-comer				
family-home-and-social-sciences	economics	scott-s-condie	Scott S Condie	Associate Professor	Economics	/family-home-and-social-sciences/economics/scott-s-condie				
non-college-and-other-units	counseling-and-career-center	hokulea-d-conklin	Hokulea D Conklin	Assistant Clinical Professor	Counseling and Career Center	/non-college-and-other-units/counseling-and-career-center/hokulea-d-conklin				
physical-and-mathematical-sciences	mathematics	gregory-r-conner	Gregory R Conner	Professor	Mathematics	/physical-and-mathematical-sciences/mathematics/gregory-r-conner				
engineering-and-technology	chemical-engineering	alonzo-d-cook	Alonzo D Cook	Assistant Professor	Chemical Engineering	/engineering-and-technology/chemical-engineering/alonzo-d-cook				
fine-arts-and-communications	school-of-music	r-don-cook	R Don Cook	Associate Professor	School of Music	/fine-arts-and-communications/school-of-music/r-don-cook				
humanities	english	dawan-lynn-coombs	Dawan Lynn Coombs	Assistant Professor	English	/humanities/english/dawan-lynn-coombs				
family-home-and-social-sciences	political-science	scott-b-cooper	Scott B Cooper	Associate Professor	Political Science	/family-home-and-social-sciences/political-science/scott-b-cooper				
family-home-and-social-sciences	sociology	michael-r-cope	Michael R Cope	Assistant Professor	Sociology	/family-home-and-social-sciences/sociology/michael-r-cope				
religious-education	church-history-and-doctrine	rachel-cope	Rachel Cope	Assistant Professor	Church History and Doctrine	/religious-education/church-history-and-doctrine/rachel-cope				
nursing	nursing-program	cheryl-ann-corbett	Cheryl Ann Corbett	Associate Teaching Professor	Nursing Program	/nursing/nursing-program/cheryl-ann-corbett				
physical-and-mathematical-sciences	mathematics-education	douglas-lyman-corey	Douglas Lyman Corey	Associate Professor	Mathematics Education	/physical-and-mathematical-sciences/mathematics-education/douglas-lyman-corey				
