college-stub	department-stub	program-stub	department-name	course-credit-hours	course-description	course-number	course-name	course-url
	business-administration		Business Administration	'1.5	Issues facing social innovators, those that work full-time for them, and those who support them; understanding complex systems of for-profit, nonprofit, and hybrid social ventures; outlining involvement in social innovation as part of a lifetime of meaningful service.	M B A 692	Social Innovation and Social Entrepreneurship.	
	business-administration		Business Administration	'0.5-3	Subject to be arranged with instructor.	M B A 693 R	Readings and Conference.	
	chemical-engineering		Chemical Engineering	'3	Fundamentals of quantum mechanics, statistical mechanics, and molecular-level modeling. Basics of computational chemistry and simulations using deterministic and stochastic methods (molecular dynamics and Monte Carlo) to calculate thermodynamic and transport properties of fluids and fluid mixtures.	CH EN 513	Molecular Modeling.	
	chemical-engineering		Chemical Engineering	'3	Application of chemical engineering principles to model physiologic systems and to solve medical problems.	CH EN 518	Biomedical Engineering Principles.	
	chemical-engineering		Chemical Engineering	'3	Applying chemical engineering principles to biochemical systems.	CH EN 519	Biochemical Engineering.	
	chemical-engineering		Chemical Engineering	'2	Fundamentals of catalytic chemistry and materials; applications to important industrial catalytic processes.  Includes catalyst materials and preparation, catalyst characterization, fixed-bed reactor design, and catalyst deactivation.	CH EN 528	Industrial Catalytic Processes.	
	chemical-engineering		Chemical Engineering	'3	Fundamental concepts and applications in first and second laws, equilibrium and stability, phase equilibrium, and homogeneous and heterogeneous chemical equilibrium.	CH EN 531	Thermodynamics of Multicomponent Systems.	
	chemical-engineering		Chemical Engineering	'3	Transport mechanisms and coefficients and fundamental field equations for momentum, heat, and mass transport, with application to system design.	CH EN 533	Transport Phenomena.	
	chemical-engineering		Chemical Engineering	'3	Theories and principles of chemical kinetics, including heterogeneous catalysis and reactor design.	CH EN 535	Kinetics and Catalysis.	
	chemical-engineering		Chemical Engineering	'3	Computer-aided design and numerical methods of chemical engineering processes.	CH EN 541	Computer Design Methods.	
	chemical-engineering		Chemical Engineering	'3	Foundation science and theory of polymer chemistry and physics and their implications in engineering applications. Topics include polymerization chemistry, structure-property relationships, polymer physics, and transport properties.	CH EN 578	Polymer Science and Engineering.	
	chemical-engineering		Chemical Engineering	'1-3	Special topics for advanced undergraduate students and for graduate students.	CH EN 593 R	Special Topics - Intermediate.	
	chemical-engineering		Chemical Engineering	'2	Guided preparation for department's comprehensive exams and for formulation of research prospectus.	CH EN 601	Directed Graduate Studies.	
	chemical-engineering		Chemical Engineering	'3	Reservoir and hydrocarbon classification; fluid flow; primary oil and gas recovery mechanisms; enhanced oil recovery.	CH EN 610	Principles of Reservoir Engineering.	
	chemical-engineering		Chemical Engineering	'3	Fundamentals of transport processes in reacting flow systems with specific applications of various combustion processes.	CH EN 633	Combustion Processes.	
	chemical-engineering		Chemical Engineering	'3	Theory of combustion systems and quantitative procedures for computing performance of combustion chambers.  Applications include turbulent combustion of gases, sprays, and particulates.	CH EN 641	Combustion Modeling.	
	chemical-engineering		Chemical Engineering	'2	Advanced topics of thermodynamics, including electrolytes, phase equilibrium modeling, nonequilibrium thermodynamics, and calorimetry.	CH EN 674	Advanced Thermodynamics.	
	chemical-engineering		Chemical Engineering	'0.5	Technical presentations by graduate students, faculty members, and guests.	CH EN 691 R	Seminar for Master's Students.	
	chemical-engineering		Chemical Engineering	'0.5-6		CH EN 693 R	Special Topics--Graduates.	
	chemical-engineering		Chemical Engineering	'0.5-6		CH EN 698 R	Master's Project.	
	chemical-engineering		Chemical Engineering	'0.5-9		CH EN 699 R	Master's Thesis.	
	chemical-engineering		Chemical Engineering	'3	Fundamentals of coal combustion and gasification processes, including particle mechanics, devolatilization, heterogeneous oxidation, radiative heat transfer, and combustion of coal in practical flames.	CH EN 733	Coal Combustion.	
